1.111064534392332632e+02,1.112489184359498751e+02,7.836199201138532544e+01,9.036779206149336119e+01
1.102691356814671764e+02,1.090707125399931101e+02,8.979869530094292429e+01,2.801560307054631238e+01
1.118979270724579607e+02,1.091874797641412016e+02,5.358679059064461114e+01,9.146878750656685497e+01
1.107390097580964436e+02,1.118397423273446520e+02,2.797767003626571380e+01,6.996025318700056062e+01
1.121176585323935626e+02,7.529774862114041412e+01,8.926543363844875500e+01,9.061671440618691520e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.123889629388271771e+02,4.192080396381357588e+01,3.858239719760513253e+01,8.869796234885478725e+01
1.123808354947294674e+02,5.243271810994821180e+01,-2.027253850321003981e+01,6.494371923943041303e+00
8.091236181975735064e+01,1.100761638314405673e+02,8.553206260883463585e+01,9.046672936736386816e+01
6.569516137409637224e+01,1.123022745336516550e+02,8.193117137183166676e+01,-2.706064260092342799e+00
1.132417811337844959e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.871796719825135114e+01,9.227116876571383841e+01,2.046079295964919353e+01,-4.735421959117229562e+01
4.838987917147625240e+01,4.919148871204972551e+01,8.627917739647132578e+01,9.197928657219785009e+01
-6.282942308984223345e+00,5.276472472656426049e+01,8.873944173557896420e+01,-1.015235023711307605e+01
2.564637235870296550e+01,-4.001158526681861893e+00,1.454982820751148509e+01,1.627392804167832807e+01
-7.650663834198212932e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.539226862240428773e+01,1.449277135634650051e+02,9.196369582347911376e+01,9.533618285831893502e+01
8.742308414308143938e+01,1.509773031559076060e+02,8.985973373328482694e+01,8.980196759855581945e+01
8.840077245243317350e+01,1.488834923143207618e+02,8.599247163160363527e+01,1.130526854442381506e+02
8.007306870978845836e+01,1.428346211363268026e+02,1.224702257983414810e+01,4.636972282948607216e+01
8.774941433688590564e+01,1.400886687641849448e+02,9.264341235076639691e+01,1.097633936886930570e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.836542565415287243e+01,6.047001508428361660e+01,4.246948318136112732e+01,1.095252728948460543e+02
7.209892571661376337e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.214966427303849850e-01
6.542621471786662823e+01,1.496334658418773529e+02,8.364420281200706597e+01,1.110748401424248186e+02
3.561196683310317468e+00,1.503845892798489956e+02,9.106811675457963418e+01,4.026547031705572977e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.681726650574449167e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.900000000000000000e+01
4.281882739739609178e+01,8.056156507670856115e+01,9.155690979732825951e+01,1.039109493375533759e+02
-1.286169475946473639e+01,5.434706141235519539e+01,1.759014517960833501e+01,8.430601428266879083e+00
-5.183588088533241489e+00,-1.000000000000000000e+01,1.194496946813676885e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.798970255339901314e+01,1.090569698417789084e+02,1.114178799489162373e+02,8.437334768815139796e+01
8.777958893682355779e+01,1.064181302698067952e+02,1.145070562429191625e+02,4.440826656228058766e+01
8.852656003420170805e+01,1.078231619623048516e+02,9.502070339711193014e+01,8.945950040195398856e+01
8.674387194946798729e+01,1.083416678471752874e+02,5.195683473491536120e+01,2.272749581348175241e+01
8.795336078869604535e+01,7.443205872061817274e+01,1.128193341170531454e+02,8.910390443014317441e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.315524584521585894e+01,4.317986841691519118e+01,2.413757240457548647e+01,7.885892327147966796e+01
8.667661527464730398e+01,1.071051388234696944e+01,-8.142317675626358664e+00,-4.267264025575503439e+00
4.529082000884852022e+01,1.076719971265678737e+02,1.100199888740030758e+02,9.000239605811516697e+01
5.077888508620805652e+00,1.085589343505928781e+02,1.091406174488863172e+02,3.844235190657440171e+01
-4.552508460910865473e+00,1.159421106065181739e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.791826002974564958e+01,1.101334501835397646e+02,3.480917034071540428e+01,-2.850244232986237947e+01
8.298292329026054404e+00,6.612867563838486262e+01,1.101604120345031106e+02,8.890594934119221193e+01
-2.524982823467697202e+01,4.284370956197475522e+01,7.079071235895132475e+01,8.060712446046252921e+00
-1.928005133213236633e+00,-5.596362711532028023e+00,7.919622120726627656e+01,2.333849517897427717e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.467243269222210529e+02,9.120632728871531469e+01,8.353755366890729306e+01,8.215903237964688799e+01
1.384401849722270299e+02,8.760573641526747224e+01,1.030346819710563295e+02,6.112174164803544585e+01
1.437821812573372142e+02,9.141755544796716038e+01,7.171301559013014071e+01,9.075816477222173262e+01
1.399861261211739532e+02,9.123192966283491501e+01,4.332935540983320521e+01,1.977439011888607823e+01
1.461736521721166469e+02,5.000302505555475818e+01,1.031661285703646200e+02,9.169651108141339080e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.402693495217342274e+02,2.196168570454362623e+01,1.435579902628968085e+01,9.089732491026880723e+01
1.259042932442973211e+02,9.065758008506767496e+00,-3.648662057258988511e+00,3.373140614796028836e-02
1.341054838809554042e+02,9.178927297078355707e+01,1.019139406570151181e+02,9.218852962208625001e+01
7.606791873006025639e+01,8.623589795942135083e+01,1.012682839438002134e+02,8.587539842709754012e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.951676653231519865e+01,6.418378899145719174e+01,-1.792510545006439360e+00,0.000000000000000000e+00
