0,-1.0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.91,0,0,-10.0
-1.0,1.9,0,-1.0
0,0,0,0
-1.0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-1.0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.01,-0.91,-1.0,0
8.29079713708,0,-1.7549729318,1.0
0,0,0,0
3.28055322105,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.416880612998,-1.819,-1.0,1.1450270682
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.92881,-1.9,-1.84751925517,1.0
-1.0,-1.0,-0.716898841111,2.977309
0,0,0,0
-1.0,-1.81,-1.0,12.67309
0,0,0,0
0,0,0,0
0,0,0,0
-0.8209,-1.0,-0.835208957,1.0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-0.91,0,0,0
-0.829,0,-0.1,0
-1.648,-1.0,-0.2881,3.61
0,0,0,0
-1.567,-1.819,0.352,9.56179249912
0,0,0,0
0,0,0,0
0,0,0,0
-1.0,0,0,1.9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
